id_cliente,rut,nombre,edad,sexo,region,comuna,tipo_deuda,institucion_financiera,monto_deuda,ingreso_mensual,num_cuotas,tasa_interes_anual,dias_mora,estado_deuda,fecha_origen_deuda
C0329,13.036.175-7,Rosa Hernández Castillo,41,F,Valparaíso,Villa Alemana,Crédito Automotriz,Coopeuch,5682671,1663609,60,10.85,0,Al día,2025-08-16
C0070,12.253.310-7,Vicente Pérez Flores,34,M,Biobío,Concepción,Crédito Hipotecario,Banco Estado,21994519,,240,5.87,0,Al día,2024-10-06
C0401,12.012.562-1,Tomás Torres Cortés,62,M,Araucanía,Temuco,Tarjeta de Crédito,Banco Falabella,359864,1555401,6,33.69,28,Mora temprana,2025-02-18
C0082,10.562.866-8,Manuel Cortés Rodríguez,23,M,Maule,Talca,Tarjeta de Crédito,Banco Itaú,2277658,731882,1,28.69,0,Al día,2024-09-04
C0342,8.754.312-9,Nicolás Gutiérrez Carrasco,51,M,Valparaíso,Valparaíso,Crédito de Consumo,Banco Estado,1760891,1820853,36,22.94,0,Al día,2023-08-30
C0019,16.857.829-6,Ximena Vergara Flores,37,F,Valparaíso,Viña del Mar,Tarjeta de Crédito,Banco de Chile,2400388,1936960,3,25.35,23,Mora temprana,2024-08-28
C0217,18.025.766-7,Carlos Díaz González,50,M,Coquimbo,Ovalle,Tarjeta de Crédito,Banco de Chile,347752,1390278,6,44.69,28,Mora temprana,2025-01-10
C0174,15.148.954-0,Valentina Morales Rodríguez,74,F,Los Lagos,Osorno,Crédito de Consumo,Banco Santander,2696676,1898030,12,24.02,0,Al día,2022-12-08
C0287,16.974.884-5,Agustín Castillo Pérez,73,M,Biobío,Los Ángeles,Crédito de Consumo,Banco Itaú,7090959,1736691,12,16.34,0,Al día,2024-10-27
C0249,11.219.763-K,Cristóbal López Martínez,52,M,Los Lagos,Puerto Montt,Crédito Estudiantil,Banco Ripley,9535166,1458584,60,3.46,0,Al día,2022-12-05
C0238,23.116.425-1,Josefa Valenzuela Contreras,30,F,Valparaíso,San Antonio,Tarjeta de Crédito,Banco BCI,1497396,1883213,1,38.44,0,Al día,2023-01-12
C0159,22.500.026-3,Catalina Castillo Díaz,61,F,Biobío,Talcahuano,Crédito de Consumo,Coopeuch,5853084,787410,48,31.29,0,Al día,2024-04-23
C0126,8.229.180-6,Verónica Morales Tapia,36,F,Los Ríos,Valdivia,Tarjeta de Crédito,CMR Falabella,1873917,2114323,6,20.34,6,Mora temprana,2025-10-17
C0015,18.522.831-2,Javiera López González,42,F,Los Lagos,Puerto Varas,Tarjeta de Crédito,Coopeuch,3093222,1768044,12,22.18,0,Al día,2026-04-03
C0099,19.137.544-0,Sebastián Sepúlveda Contreras,20,M,Araucanía,Temuco,Crédito de Consumo,Banco Falabella,6981090,876502,48,19.31,43,Mora media,2024-12-23
C0077,20.416.921-7,Gabriel González Soto,73,M,Biobío,Coronel,Crédito Hipotecario,Banco de Chile,119451183,745285,120,3.78,0,Al día,2024-06-21
C0059,21.826.162-0,Verónica Rojas Fuentes,24,F,Valparaíso,San Antonio,Tarjeta de Crédito,Banco Falabella,272900,380000,6,39.5,0,Al día,2024-06-24
C0123,25.956.730-0,Cristóbal Reyes Vásquez,26,M,Metropolitana,Maipú,Crédito de Consumo,Caja Los Andes,3646315,1381282,36,20.46,30,Mora temprana,2022-04-09
C0208,14.775.286-5,Ignacio Rojas López,75,M,Metropolitana,Maipú,Tarjeta de Crédito,Caja Los Andes,781139,816808,3,39.83,0,Al día,2024-03-16
C0121,15.180.205-2,Cristóbal Espinoza Reyes,52,M,Maule,Cauquenes,Crédito Automotriz,Banco Santander,3705758,989123,48,13.69,0,Al día,2024-02-07
C0308,25.368.088-1,Eduardo Silva Espinoza,52,M,Araucanía,Padre Las Casas,Crédito Automotriz,Banco Falabella,10590070,1134992,60,13.72,0,Al día,2026-05-22
C0132,8.116.544-0,Gabriel Bravo López,46,M,Maule,Cauquenes,Tarjeta de Crédito,Coopeuch,2821120,658899,6,21.2,292,Mora avanzada,2023-08-13
C0083,13.944.037-4,Paula Araya Contreras,75,F,Coquimbo,Ovalle,Crédito Automotriz,Banco Santander,4724773,963040,36,8.79,0,Al día,2025-09-21
C0331,14.967.161-7,Andrés Tapia González,56,M,Antofagasta,Antofagasta,Tarjeta de Crédito,Caja Los Andes,1800299,1464713,12,20.14,8,Mora temprana,2023-07-07
C0147,11.277.791-1,Trinidad Soto Espinoza,33,F,Los Ríos,La Unión,Crédito Hipotecario,Coopeuch,71518966,1075687,180,5.87,3,Mora temprana,2023-10-10
C0137,9.729.282-5,Sebastián Flores Fuentes,44,M,O'Higgins,San Fernando,Tarjeta de Crédito,Banco BCI,932856,914764,6,35.46,280,Mora avanzada,2026-01-23
C0212,21.662.370-3,Rodrigo Carrasco Gutiérrez,61,M,Valparaíso,Viña del Mar,Tarjeta de Crédito,Caja Los Andes,1425819,2203586,6,37.68,3,Mora temprana,2025-07-12
C0105,15.943.548-2,Ximena Carrasco Morales,60,F,Coquimbo,La Serena,Crédito de Consumo,Banco Falabella,2942499,1109959,24,28.49,0,Al día,2025-11-25
C0325,20.763.239-2,Verónica Reyes Contreras,66,F,Araucanía,Temuco,Tarjeta de Crédito,Caja Los Andes,2668134,2418351,12,36.57,87,Mora media,2025-03-13
C0033,21.566.616-6,Matías Rodríguez Sepúlveda,66,M,Maule,Cauquenes,Crédito de Consumo,Coopeuch,4000025,2263189,48,18.73,0,Al día,2026-06-02
C0164,24.619.957-4,Manuel Vergara Hernández,49,M,Biobío,Concepción,Crédito de Consumo,Banco BCI,848532,992556,36,18.82,0,Al día,2022-03-16
C0211,18.433.727-4,Javiera Martínez López,27,F,Los Ríos,La Unión,Tarjeta de Crédito,Banco Ripley,1076479,1828112,1,38.14,281,Mora avanzada,2026-06-20
C0360,19.578.819-7,Paula Carrasco Muñoz,39,F,Valparaíso,Viña del Mar,Crédito Hipotecario,Banco Santander,86565050,2136604,300,5.81,0,Al día,2024-02-11
C0389,10.690.072-8,Agustín Torres Araya,51,M,Valparaíso,San Antonio,Crédito Automotriz,Coopeuch,10582938,992922,48,12.6,124,Mora avanzada,2025-07-11
C0078,21.897.700-6,Pablo Morales Vásquez,54,M,Los Ríos,Valdivia,Crédito Estudiantil,Banco Santander,11365604,710112,24,4.02,0,Al día,2022-11-14
C0124,11.600.413-5,Javiera Fuentes Bravo,71,F,Biobío,Concepción,Crédito Estudiantil,CMR Falabella,9311162,,36,4.81,239,Mora avanzada,2026-05-16
C0076,18.367.805-1,Cristóbal Vásquez Martínez,54,M,Araucanía,Padre Las Casas,Crédito Automotriz,Banco Itaú,14324230,,24,11.26,23,Mora temprana,2025-01-30
C0237,21.730.834-8,Cristóbal Díaz Vásquez,60,M,Araucanía,Temuco,Crédito de Consumo,Banco Falabella,6572839,1681449,12,15.78,0,Al día,2025-10-17
C0086,9.313.391-9,Emilia Cortés Tapia,54,F,Araucanía,Angol,Crédito Hipotecario,Coopeuch,28304547,696378,300,3.81,52,Mora media,2022-07-30
C0384,15.315.083-4,Sofía Muñoz Muñoz,48,F,O'Higgins,Rancagua,Crédito de Consumo,CMR Falabella,1944153,,48,23.42,0,Al día,2022-05-11
C0268,12.373.110-7,Paula Carrasco Cortés,50,F,Maule,Curicó,Crédito Hipotecario,Banco Santander,102510102,1377970,120,6.13,0,Al día,2022-05-13
C0031,20.852.531-K,Agustín Martínez Vásquez,33,M,Los Lagos,Puerto Varas,Crédito Hipotecario,Banco Falabella,30399639,1302479,240,4.2,0,Al día,2023-07-21
C0321,22.430.563-K,Diego Espinoza Pérez,45,M,Los Lagos,Castro,Crédito de Consumo,Banco Santander,2624928,813601,24,29.66,0,Al día,2022-08-17
C0290,17.140.711-7,Verónica Sepúlveda Hernández,58,F,Biobío,Talcahuano,Crédito de Consumo,Banco Santander,889802,483909,36,29.63,0,Al día,2023-11-29
C0223,19.554.461-1,Nicolás Fuentes Torres,42,M,Metropolitana,Santiago,Crédito de Consumo,Banco Ripley,5705839,409521,24,15.3,0,Al día,2022-06-20
C0315,9.829.992-0,Tomás Rodríguez Valenzuela,70,M,Antofagasta,Tocopilla,Tarjeta de Crédito,Banco Estado,1059326,2305413,3,36.5,0,Al día,2022-07-01
C0273,9.266.858-4,Francisco Tapia Flores,57,M,Metropolitana,Maipú,Crédito de Consumo,Banco Estado,1828212,2273572,24,23.02,3,Mora temprana,2026-03-22
C0327,12.540.138-4,Trinidad Hernández López,74,F,Los Lagos,Castro,Crédito de Consumo,CMR Falabella,1215141,1097186,24,22.88,3,Mora temprana,2022-07-13
C0138,14.376.137-1,Nicolás Reyes Valenzuela,,M,Metropolitana,Puente Alto,Tarjeta de Crédito,Banco Itaú,2896267,2088875,3,30.94,52,Mora media,2024-11-18
C0240,21.849.439-0,Amanda Reyes Valenzuela,56,F,Coquimbo,Illapel,Crédito de Consumo,Banco Itaú,4464755,2015541,36,21.76,0,Al día,2024-12-06
C0339,18.552.848-0,Benjamín Pérez Martínez,71,M,Metropolitana,San Bernardo,Crédito Estudiantil,Coopeuch,3784505,2361317,72,3.82,0,Al día,2025-12-04
C0417,20.676.787-1,Daniela Fuentes Pérez,37,F,Maule,Cauquenes,Crédito Automotriz,Banco Itaú,11230125,1795629,60,10.33,63,Mora media,2026-04-08
C0256,18.663.126-9,Trinidad Reyes Rojas,34,F,Valparaíso,Viña del Mar,Crédito Automotriz,Caja Los Andes,8991787,1073844,36,11.7,0,Al día,2024-12-25
C0296,20.803.613-0,Rodrigo Rodríguez Hernández,62,M,Metropolitana,San Bernardo,Tarjeta de Crédito,Banco Santander,1197797,547272,12,19.93,0,Al día,2025-07-03
C0096,10.872.727-6,Valentina Vergara Bravo,49,F,Los Ríos,Valdivia,Crédito Hipotecario,Banco Itaú,116441387,887381,180,4.37,0,Al día,2024-08-08
C0265,12.927.975-3,Luis Torres Torres,31,M,Los Ríos,Valdivia,Crédito Hipotecario,CMR Falabella,52704875,427072,120,3.88,5,Mora temprana,2023-01-19
C0361,23.924.583-8,Claudia Martínez Vásquez,70,F,Valparaíso,Valparaíso,Tarjeta de Crédito,CMR Falabella,1344025,1516603,12,38.15,65,Mora media,2025-04-09
C0322,17.187.074-7,Claudia Cortés Espinoza,28,F,Coquimbo,La Serena,Crédito de Consumo,Banco de Chile,5628403,766159,24,27.36,87,Mora media,2024-04-05
C0010,25.366.963-2,Camila Reyes Torres,53,F,Biobío,Los Ángeles,Crédito de Consumo,Banco Itaú,3853384,1267384,24,27.12,0,Al día,2022-10-25
C0093,21.921.630-0,Trinidad Rojas Vásquez,28,F,Los Lagos,Puerto Varas,Crédito Estudiantil,Banco Santander,8339571,2122831,24,4.84,0,Al día,2024-01-20
C0281,13.865.326-9,Carlos Carrasco Martínez,49,M,Biobío,Coronel,Tarjeta de Crédito,Banco BCI,2498709,,3,19.46,61,Mora media,2023-07-20
C0344,23.795.264-2,Isidora Flores Rodríguez,53,F,Coquimbo,Ovalle,Tarjeta de Crédito,Banco Falabella,1106870,1583939,3,19.92,11,Mora temprana,2023-07-20
C0233,9.830.935-7,Ximena Carrasco Morales,51,F,O'Higgins,San Fernando,Crédito Automotriz,Banco de Chile,14101706,1287747,36,10.37,21,Mora temprana,2024-06-03
C0264,11.803.015-K,Emilia Soto Silva,22,F,O'Higgins,San Fernando,Tarjeta de Crédito,Banco Santander,740004,463181,6,34.25,73,Mora media,2025-04-16
C0409,23.928.809-K,Valentina Vergara Espinoza,66,F,Metropolitana,La Florida,Crédito Automotriz,Banco Falabella,15650320,814258,24,13.82,0,Al día,2025-05-19
C0129,25.459.764-3,Ximena Vásquez Valenzuela,73,F,Valparaíso,Villa Alemana,Crédito de Consumo,Banco Ripley,2182551,598172,12,29.09,194,Mora avanzada,2023-05-16
C0411,17.750.559-5,Manuel Sepúlveda Flores,64,M,Metropolitana,Puente Alto,Crédito de Consumo,Banco de Chile,5058210,1305638,48,25.21,0,Al día,2021-11-12
C0213,9.696.487-0,Ricardo Araya Carrasco,41,M,Metropolitana,Maipú,Tarjeta de Crédito,Coopeuch,648956,1225959,1,22.69,43,Mora media,2021-11-20
C0103,25.372.648-2,Ximena Hernández Rodríguez,41,F,Antofagasta,Antofagasta,Crédito de Consumo,Coopeuch,6977903,,36,26.04,0,Al día,2025-12-11
C0161,17.980.592-8,Francisco Contreras Hernández,25,M,Los Lagos,Puerto Varas,Crédito de Consumo,Banco Ripley,6820284,1631938,48,24.98,0,Al día,2021-11-03
C0277,8.917.737-5,Francisco Díaz Tapia,50,M,Los Lagos,Castro,Crédito Hipotecario,CMR Falabella,84911705,1561050,180,5.77,325,Mora avanzada,2022-10-05
C0340,8.836.672-7,Josefa Fuentes Rojas,49,F,Araucanía,Angol,Crédito de Consumo,Banco Falabella,5372059,833278,24,16.91,80,Mora media,2025-06-13
C0222,22.552.940-K,Daniela Morales Castillo,29,F,Coquimbo,La Serena,Tarjeta de Crédito,Banco Falabella,3272676,819106,3,33.56,0,Al día,2022-03-06
C0315,9.829.992-0,Tomás Rodríguez Valenzuela,70,M,Antofagasta,Tocopilla,Tarjeta de Crédito,Banco Estado,1059326,2305413,3,36.5,0,Al día,2022-07-01
C0259,23.841.179-3,Josefa Álvarez Bravo,58,F,Valparaíso,Valparaíso,Crédito Estudiantil,Coopeuch,1523352,1875077,72,3.74,44,Mora media,2026-05-17
C0155,22.035.842-9,Sofía Reyes Torres,26,F,Los Lagos,Osorno,Tarjeta de Crédito,Banco Santander,1854727,1879959,12,20.0,336,Mora avanzada,2023-04-26
C0334,12.352.450-0,Pedro Fuentes Araya,31,M,Araucanía,Temuco,Tarjeta de Crédito,Coopeuch,2108629,563856,6,29.53,47,Mora media,2023-08-20
C0040,24.393.952-6,Matías Torres Carrasco,38,M,Biobío,Chillán,Tarjeta de Crédito,Banco Falabella,1252972,1093742,6,33.01,0,Al día,2025-07-05
C0178,13.123.105-9,María Espinoza Rojas,18,F,Los Lagos,Osorno,Tarjeta de Crédito,Banco Estado,1749228,1221156,6,34.97,0,Al día,2024-04-02
C0108,11.134.937-1,Trinidad Soto Soto,38,F,Araucanía,Angol,Crédito Estudiantil,Coopeuch,2323049,975692,48,2.59,231,Mora avanzada,2025-11-17
C0219,16.678.915-K,Pablo Gutiérrez Silva,61,M,O'Higgins,San Fernando,Crédito Automotriz,Banco Ripley,8036433,1588307,36,12.88,42,Mora media,2024-12-07
C0244,22.866.755-2,Diego Araya Tapia,68,M,Los Lagos,Puerto Montt,Crédito Estudiantil,CMR Falabella,6245463,1378962,72,2.16,7,Mora temprana,2023-02-07
C0272,25.057.178-K,Florencia Flores Flores,48,F,Los Lagos,Castro,Crédito de Consumo,CMR Falabella,2616405,1923047,12,27.71,0,Al día,2022-08-29
C0291,20.273.651-3,Vicente Gutiérrez Flores,29,M,Los Ríos,La Unión,Crédito Hipotecario,Banco Itaú,90257585,1292213,240,6.23,0,Al día,2025-04-22
C0035,9.350.838-6,Emilia Morales Morales,66,F,Maule,Linares,Crédito Automotriz,CMR Falabella,17007480,999956,24,10.29,2,Mora temprana,2024-08-14
C0140,14.583.103-2,Cristóbal Tapia Álvarez,48,M,Coquimbo,Coquimbo,Crédito de Consumo,CMR Falabella,4012363,475872,24,15.28,19,Mora temprana,2023-05-02
C0173,10.997.453-6,Benjamín Pérez Espinoza,32,M,O'Higgins,San Fernando,Crédito de Consumo,Banco Estado,6064217,1838772,12,31.8,0,Al día,2025-11-03
C0304,10.378.135-3,Camila Soto Carrasco,20,F,Araucanía,Temuco,Crédito de Consumo,Banco de Chile,6819606,380000,48,23.94,9,Mora temprana,2026-04-22
C0049,8.696.101-6,Felipe Araya Flores,49,M,Antofagasta,Antofagasta,Crédito Hipotecario,CMR Falabella,63261270,1920429,240,3.58,0,Al día,2022-10-20
C0297,18.840.201-1,Valentina Vásquez Gutiérrez,33,F,Maule,Cauquenes,Tarjeta de Crédito,Banco Estado,2012880,797710,1,32.07,333,Mora avanzada,2024-05-26
C0368,8.124.277-1,Andrea Álvarez Martínez,67,F,Antofagasta,Antofagasta,Crédito Estudiantil,Banco Santander,11743043,1924072,24,4.8,9,Mora temprana,2025-09-24
C0048,18.203.607-2,Cristóbal Flores Silva,59,M,Biobío,Los Ángeles,Crédito Automotriz,Banco de Chile,5783722,555577,48,11.17,89,Mora media,2024-12-17
C0381,17.415.513-5,Vicente Contreras Cortés,57,M,Antofagasta,Antofagasta,Crédito de Consumo,Banco Santander,3557379,,36,31.58,0,Al día,2025-11-13
C0320,15.631.216-9,Sebastián Castillo Martínez,74,M,Maule,Talca,Crédito Estudiantil,Banco Falabella,3545240,938389,48,4.69,3,Mora temprana,2022-06-28
C0116,24.436.526-4,Vicente Valenzuela Bravo,50,M,Biobío,Los Ángeles,Crédito Estudiantil,Banco Ripley,7592683,720791,72,4.22,0,Al día,2024-09-11
C0206,13.071.103-0,Benjamín Castillo Flores,42,M,Biobío,Los Ángeles,Crédito Estudiantil,Banco Ripley,8478868,771292,24,2.79,0,Al día,2025-04-24
C0294,14.301.168-2,Jorge Álvarez Flores,69,M,Los Lagos,Puerto Varas,Tarjeta de Crédito,Banco de Chile,653042,838788,6,20.98,0,Al día,2024-01-16
C0153,16.134.409-5,Agustín Morales Fuentes,70,M,Los Ríos,Valdivia,Crédito de Consumo,Banco Itaú,3669728,2021946,48,20.34,254,Mora avanzada,2024-12-12
C0025,14.611.401-6,Andrea Martínez Muñoz,,F,Los Ríos,La Unión,Crédito de Consumo,Banco Ripley,8880255,777110,12,21.55,9,Mora temprana,2026-05-02
C0136,12.843.640-5,Andrés Torres Muñoz,40,M,Maule,Linares,Crédito Hipotecario,CMR Falabella,60250352,692932,300,4.05,0,Al día,2025-03-25
C0148,22.490.412-6,Diego Vergara Rojas,39,M,Los Ríos,La Unión,Crédito Estudiantil,Banco Ripley,11638817,442129,48,4.35,0,Al día,2025-04-20
C0110,12.820.721-K,Daniela Bravo Castillo,52,F,Los Lagos,Castro,Crédito de Consumo,CMR Falabella,7909207,1003764,12,26.71,0,Al día,2024-04-01
C0275,10.302.410-2,Patricia Soto Reyes,,F,Coquimbo,Coquimbo,Crédito Hipotecario,Banco Santander,57035619,380000,300,4.56,0,Al día,2023-04-18
C0039,20.716.770-3,Eduardo Tapia Cortés,52,M,Antofagasta,Calama,Crédito de Consumo,Banco Itaú,5707373,942866,24,29.12,0,Al día,2024-01-20
C0404,14.322.218-7,Carolina Espinoza Rodríguez,70,F,Biobío,Concepción,Tarjeta de Crédito,Banco Falabella,3346556,1278493,12,29.12,174,Mora avanzada,2026-01-03
C0326,9.654.080-9,Nicolás Valenzuela Álvarez,54,M,Los Ríos,Valdivia,Crédito de Consumo,Caja Los Andes,1011620,,24,23.82,0,Al día,2022-06-17
C0255,23.477.491-3,Sofía Bravo Castillo,72,F,O'Higgins,Rancagua,Tarjeta de Crédito,Banco BCI,1140075,1841071,3,21.09,19,Mora temprana,2021-10-20
C0104,22.935.453-1,Andrés Díaz Martínez,67,M,Los Lagos,Puerto Varas,Tarjeta de Crédito,Banco Itaú,2990765,1076787,12,23.4,0,Al día,2026-03-02
C0224,19.500.205-3,Vicente Díaz López,50,M,Los Ríos,La Unión,Tarjeta de Crédito,Banco Estado,1299820,1005375,12,37.65,11,Mora temprana,2024-02-24
C0187,21.185.303-4,Pablo Rojas Espinoza,24,M,O'Higgins,Rancagua,Crédito Hipotecario,CMR Falabella,99442904,380000,120,4.8,212,Mora avanzada,2024-12-11
C0154,17.775.453-6,Nicolás Martínez Vergara,68,M,Maule,Linares,Tarjeta de Crédito,Banco Itaú,2563980,878912,3,36.41,24,Mora temprana,2023-12-29
